totalExpenses,totalSavingsInvestments,monthlyCashFlow,housingRatio,debtToIncome,savingsInvestmentsRate,carPaymentRatio,savingsInvestmentsRate,monthsSaved,financialHealth
11936.38,954.87,-6414.2,53.0,34.82,14.74,20.8,14.74,1.23,FinanciallyDistressed
5854.35,128.99,-2909.64,38.23,5.03,4.2,0.0,4.2,0.31,FinanciallyDistressed
4875.89,0.0,-1713.53,73.71,0.79,0.0,0.0,0.0,1.65,FinanciallyDistressed
7946.21,0.0,-1710.43,36.98,25.3,0.0,17.07,0.0,1.1,FinanciallyDistressed
10742.5,498.79,-5299.16,50.65,6.18,8.39,0.0,8.39,1.48,FinanciallyDistressed
5995.37,847.6,-2138.83,40.99,17.34,18.02,16.95,18.02,1.96,FinanciallyVulnerable
7609.54,0.0,-5877.58,101.63,20.49,0.0,0.0,0.0,0.99,FinanciallyDistressed
5278.66,94.52,-3439.05,72.27,14.24,4.89,13.36,4.89,4.63,FinanciallyDistressed
4063.41,203.32,-246.97,32.23,6.99,5.06,0.0,5.06,1.26,FinanciallyVulnerable
6402.97,0.0,-3943.5,96.4,26.51,0.0,18.24,0.0,0.78,FinanciallyDistressed
5898.41,1211.38,-1904.26,35.43,10.29,23.27,0.0,23.27,0.95,FinanciallyVulnerable
5617.54,487.51,-3212.55,62.9,34.27,16.85,25.08,16.85,3.37,FinanciallyDistressed
8425.62,0.0,-5541.82,90.98,19.34,0.0,0.0,0.0,0.16,FinanciallyDistressed
7742.27,1198.38,-101.36,20.57,15.8,13.56,0.0,13.56,0.99,FinanciallyVulnerable
5717.65,0.0,-0.16,31.86,8.54,0.0,0.0,0.0,1.77,FinanciallyVulnerable
7375.65,238.22,-3695.36,52.0,7.13,6.08,0.0,6.08,1.74,FinanciallyDistressed
4137.06,80.13,-2630.07,75.6,18.01,5.05,13.79,5.05,0.04,FinanciallyDistressed
4272.9,0.0,-1794.13,51.52,13.03,0.0,0.0,0.0,1.21,FinanciallyDistressed
6966.28,192.07,-4132.5,44.49,20.67,6.35,0.0,6.35,1.65,FinanciallyVulnerable
5258.4,0.0,-3874.15,69.35,27.86,0.0,24.91,0.0,1.78,FinanciallyDistressed
7769.54,1108.05,2539.48,22.16,3.4,9.71,0.0,9.71,0.29,FinanciallyStable
4365.91,357.51,-1863.95,43.15,3.5,12.5,0.0,12.5,5.86,FinanciallyVulnerable
5718.83,115.8,-2864.94,47.96,8.24,3.9,0.0,3.9,1.87,FinanciallyVulnerable
6326.17,380.88,-2512.46,61.07,15.18,9.08,0.0,9.08,2.84,FinanciallyDistressed
7500.68,0.0,-3155.1,30.7,19.83,0.0,0.0,0.0,0.24,FinanciallyDistressed
5056.13,140.98,-3211.14,57.68,13.19,7.1,0.0,7.1,0.82,FinanciallyDistressed
6701.68,487.6,-3084.98,40.71,30.17,11.88,18.58,11.88,1.88,FinanciallyDistressed
5635.98,243.59,-1997.36,40.77,22.24,6.27,13.7,6.27,4.71,FinanciallyVulnerable
5677.1,741.16,4352.52,14.0,6.99,6.88,0.0,6.88,3.59,FinanciallyThriving
8304.09,225.34,-5074.72,102.81,3.58,6.52,0.0,6.52,0.19,FinanciallyDistressed
4112.65,75.54,-1251.82,47.44,1.21,2.57,0.0,2.57,5.77,FinanciallyVulnerable
7423.73,1721.0,-614.55,26.82,4.21,20.18,0.0,20.18,3.85,FinanciallyStable
5890.47,0.0,-2865.27,72.42,5.21,0.0,0.0,0.0,1.55,FinanciallyDistressed
7920.55,441.36,-1759.08,27.99,35.96,6.68,19.52,6.68,1.53,FinanciallyVulnerable
4191.01,254.15,-1882.84,60.22,3.46,9.92,0.0,9.92,2.82,FinanciallyDistressed
11637.6,621.72,-3615.61,32.46,35.46,7.19,17.53,7.19,0.29,FinanciallyDistressed
5912.04,474.54,-1284.82,52.99,7.2,9.3,0.0,9.3,1.84,FinanciallyDistressed
4315.73,182.58,-1985.18,50.17,10.93,7.27,0.0,7.27,2.71,FinanciallyDistressed
5803.41,0.0,-1100.93,44.05,27.79,0.0,20.41,0.0,1.38,FinanciallyDistressed
5595.9,0.0,-2125.57,50.62,0.18,0.0,0.0,0.0,0.79,FinanciallyDistressed
5759.62,233.39,1645.05,22.37,3.78,3.06,0.0,3.06,2.34,FinanciallyStable
7577.43,0.0,-4913.41,82.53,10.73,0.0,10.08,0.0,0.19,FinanciallyDistressed
9207.81,2101.14,-1576.45,34.37,5.12,21.59,0.0,21.59,2.39,FinanciallyStable
7174.26,387.39,-2778.97,52.71,6.79,8.1,0.0,8.1,1.59,FinanciallyDistressed
8544.8,564.82,-275.4,20.73,21.85,6.39,14.02,6.39,0.82,FinanciallyVulnerable
4701.81,198.37,-1926.72,45.32,20.2,6.67,14.3,6.67,0.78,FinanciallyDistressed
4214.92,411.89,-912.24,35.07,4.09,11.09,0.0,11.09,0.42,FinanciallyVulnerable
9126.04,94.23,-6400.72,84.1,11.11,3.34,0.0,3.34,5.38,FinanciallyDistressed
8532.79,1429.84,-1606.18,36.48,5.58,17.11,0.0,17.11,2.37,FinanciallyStable
3968.08,183.85,-484.68,45.09,0.62,5.01,0.0,5.01,4.2,FinanciallyVulnerable
10260.29,66.55,-6446.58,108.38,6.74,1.72,0.0,1.72,5.78,FinanciallyDistressed
5531.5,194.51,-2351.75,61.99,0.84,5.76,0.0,5.76,5.06,FinanciallyVulnerable
5335.9,870.69,361.45,23.5,7.65,13.26,0.0,13.26,0.58,FinanciallyStable
8151.95,274.21,-5467.1,70.21,11.28,9.27,0.0,9.27,1.56,FinanciallyDistressed
8834.83,264.89,-4218.93,52.34,19.33,5.43,0.0,5.43,1.09,FinanciallyDistressed
4611.51,356.49,-1388.45,36.66,16.76,9.96,0.0,9.96,0.72,FinanciallyDistressed
5069.05,1155.65,-302.36,29.19,4.83,19.51,0.0,19.51,4.0,FinanciallyStable
6809.83,388.61,71.63,18.53,31.06,5.35,15.14,5.35,1.44,FinanciallyVulnerable
5435.24,576.04,-2441.99,44.48,11.62,16.14,0.0,16.14,2.5,FinanciallyVulnerable
4137.29,374.34,-1769.0,41.78,10.38,13.65,0.0,13.65,2.75,FinanciallyVulnerable
4305.19,178.58,-1398.13,63.97,0.24,5.79,0.0,5.79,0.24,FinanciallyDistressed
5418.77,0.0,-1859.1,63.94,13.42,0.0,0.0,0.0,1.28,FinanciallyDistressed
6213.79,357.67,-2608.88,59.92,0.92,9.03,0.0,9.03,5.28,FinanciallyVulnerable
10241.4,1001.84,-2634.75,33.21,4.84,11.64,0.0,11.64,1.48,FinanciallyVulnerable
10073.12,530.45,-3454.04,44.4,0.11,7.42,0.0,7.42,0.74,FinanciallyDistressed
7746.96,384.62,-2355.55,24.29,27.04,6.66,21.11,6.66,1.03,FinanciallyVulnerable
5692.63,0.0,-1485.7,43.14,15.99,0.0,15.75,0.0,1.81,FinanciallyDistressed
7639.58,528.58,-3376.8,38.84,23.71,11.03,8.45,11.03,1.06,FinanciallyVulnerable
5788.01,458.06,-1727.6,51.46,6.03,10.14,0.0,10.14,2.84,FinanciallyVulnerable
5942.76,216.31,-2956.89,54.66,14.93,6.76,0.0,6.76,1.62,FinanciallyDistressed
5317.01,157.64,-2603.56,68.46,10.32,5.49,0.0,5.49,0.66,FinanciallyDistressed
4981.43,232.66,-2321.23,64.54,10.53,8.04,0.0,8.04,0.1,FinanciallyDistressed
4350.22,380.71,-1610.73,55.5,14.0,12.2,0.0,12.2,2.03,FinanciallyVulnerable
8985.61,1239.11,-3068.65,35.41,5.71,17.32,0.0,17.32,4.08,FinanciallyStable
9753.8,1031.06,-3004.74,32.13,15.65,13.25,0.0,13.25,2.35,FinanciallyVulnerable
9006.96,773.17,-5772.78,60.42,17.75,19.29,8.97,19.29,5.37,FinanciallyVulnerable
5743.57,426.21,-1499.44,45.36,0.53,9.13,0.0,9.13,0.35,FinanciallyDistressed
6752.39,332.89,-3646.5,54.97,0.13,9.68,0.0,9.68,4.96,FinanciallyVulnerable
10701.11,1711.7,-4071.15,38.97,0.13,20.52,0.0,20.52,1.6,FinanciallyStable
3953.06,83.52,-2637.22,72.08,32.6,5.97,15.14,5.97,0.35,FinanciallyDistressed
7735.45,1376.23,-430.12,37.22,0.3,15.85,0.0,15.85,2.82,FinanciallyStable
7998.97,256.99,-1685.92,32.35,32.5,3.91,24.72,3.91,1.75,FinanciallyDistressed
11107.14,1055.81,-4773.11,40.88,24.78,14.29,16.38,14.29,1.5,FinanciallyVulnerable
5221.63,118.53,-1434.33,45.37,1.16,3.03,0.0,3.03,4.76,FinanciallyVulnerable
11123.01,691.03,-2817.26,44.37,0.19,7.68,0.0,7.68,4.64,FinanciallyVulnerable
9555.32,691.73,-2153.39,30.04,13.88,8.55,0.0,8.55,1.22,FinanciallyVulnerable
5801.89,495.12,-2067.69,27.52,31.99,11.71,19.37,11.71,1.3,FinanciallyVulnerable
4308.86,0.0,-1513.65,44.1,21.15,0.0,0.0,0.0,1.49,FinanciallyDistressed
10481.42,1659.06,-1772.66,36.4,16.92,16.0,11.97,16.0,3.22,FinanciallyStable
8137.1,317.07,-4159.34,59.31,4.29,7.38,0.0,7.38,0.93,FinanciallyDistressed
5793.69,0.0,-1181.69,53.08,5.39,0.0,0.0,0.0,1.9,FinanciallyDistressed
5245.4,118.58,-3036.75,84.03,33.23,5.1,15.07,5.1,1.16,FinanciallyDistressed
4164.18,230.34,-1435.72,46.47,4.42,7.78,0.0,7.78,5.69,FinanciallyVulnerable
7892.06,0.0,-4796.06,70.94,8.34,0.0,0.0,0.0,1.45,FinanciallyDistressed
7667.06,697.65,-1116.15,24.38,30.65,9.62,18.2,9.62,0.9,FinanciallyDistressed
7084.02,642.26,47.2,29.57,14.06,8.26,0.0,8.26,0.75,FinanciallyStable
6391.13,783.69,-2514.54,36.33,8.58,16.82,0.0,16.82,1.88,FinanciallyStable
6800.6,138.4,-4817.72,72.38,39.45,6.52,23.35,6.52,2.32,FinanciallyDistressed
7025.13,467.64,-1207.76,47.95,2.39,7.44,0.0,7.44,0.59,FinanciallyDistressed
5933.58,167.28,-3839.26,79.49,1.52,7.4,0.0,7.4,0.65,FinanciallyDistressed
6952.62,158.78,-5290.4,53.34,23.79,8.72,22.45,8.72,0.89,FinanciallyDistressed
5965.59,519.28,-1782.32,52.9,0.98,11.04,0.0,11.04,5.15,FinanciallyVulnerable
4215.17,151.13,-1968.29,43.0,22.27,6.3,0.0,6.3,0.99,FinanciallyDistressed
4487.18,457.21,-784.66,40.67,0.11,10.99,0.0,10.99,5.38,FinanciallyVulnerable
7766.14,71.06,-5172.56,97.5,32.51,2.67,20.59,2.67,0.57,FinanciallyDistressed
5150.84,194.23,-1679.22,57.99,0.09,5.3,0.0,5.3,2.84,FinanciallyDistressed
7798.65,311.55,-3227.9,62.5,0.18,6.38,0.0,6.38,1.03,FinanciallyDistressed
8123.97,409.33,-816.98,30.34,11.05,5.3,0.0,5.3,2.05,FinanciallyVulnerable
7113.11,754.21,-3755.37,46.8,0.99,18.34,0.0,18.34,3.53,FinanciallyStable
4765.73,457.08,-493.68,30.59,6.51,9.67,0.0,9.67,5.44,FinanciallyVulnerable
6328.5,0.0,-2633.22,65.62,12.56,0.0,0.0,0.0,1.63,FinanciallyDistressed
4706.53,292.44,-2951.34,55.54,1.66,14.28,0.0,14.28,1.35,FinanciallyVulnerable
9573.16,1572.13,-3165.2,19.14,19.07,19.7,10.6,19.7,1.48,FinanciallyStable
7452.8,313.24,-4674.85,64.98,10.99,10.13,0.0,10.13,5.92,FinanciallyVulnerable
9355.43,128.38,-6307.81,52.35,37.42,4.04,18.34,4.04,0.28,FinanciallyDistressed
3633.11,180.26,-1973.4,60.59,18.38,9.8,9.66,9.8,3.26,FinanciallyDistressed
9336.54,88.53,-6402.15,107.67,6.02,2.93,0.0,2.93,5.04,FinanciallyDistressed
7311.09,2206.19,-967.34,25.52,3.66,25.8,0.0,25.8,3.08,FinanciallyStable
6487.82,314.44,-3293.74,58.73,22.72,8.96,22.38,8.96,0.16,FinanciallyDistressed
6022.88,482.46,-1587.51,55.21,6.4,9.81,0.0,9.81,1.36,FinanciallyDistressed
10882.16,0.0,-6825.04,98.41,8.68,0.0,0.0,0.0,1.65,FinanciallyDistressed
5954.64,560.14,-2134.2,37.33,29.21,12.79,19.4,12.79,1.17,FinanciallyVulnerable
9518.71,1291.33,-2707.88,28.14,5.65,15.94,0.0,15.94,1.02,FinanciallyStable
6257.26,559.21,-2090.09,35.12,15.26,11.83,14.46,11.83,1.04,FinanciallyVulnerable
5602.71,0.0,-3473.47,89.59,13.36,0.0,11.66,0.0,1.48,FinanciallyDistressed
3835.51,135.78,-2301.12,48.28,26.89,8.13,0.0,8.13,2.51,FinanciallyVulnerable
6681.47,363.38,-2954.6,58.11,25.1,8.88,12.16,8.88,1.89,FinanciallyDistressed
6647.26,264.53,-2876.12,31.21,14.37,6.55,9.29,6.55,3.87,FinanciallyVulnerable
3409.69,0.0,-822.71,45.12,5.63,0.0,0.0,0.0,1.67,FinanciallyVulnerable
9158.12,146.35,-4367.98,75.97,7.66,2.96,7.63,2.96,1.13,FinanciallyDistressed
4662.1,0.0,-1849.16,58.51,13.25,0.0,0.0,0.0,0.82,FinanciallyDistressed
7929.05,340.5,-2560.08,35.85,0.04,5.96,0.0,5.96,0.25,FinanciallyVulnerable
7440.05,358.86,1746.01,28.96,0.44,3.76,0.0,3.76,1.99,FinanciallyStable
3992.08,522.62,-1601.58,48.75,1.2,17.94,0.0,17.94,3.84,FinanciallyStable
8406.06,170.15,-4044.98,86.64,13.22,3.76,12.38,3.76,0.48,FinanciallyDistressed
6562.56,518.77,-1685.08,44.23,17.09,9.61,10.96,9.61,2.41,FinanciallyVulnerable
3324.85,302.63,-40.42,28.87,10.6,8.44,0.0,8.44,3.17,FinanciallyStable
5962.99,157.72,-2749.21,79.15,9.1,4.68,0.0,4.68,0.53,FinanciallyDistressed
7044.31,464.13,862.22,22.96,0.16,5.54,0.0,5.54,1.58,FinanciallyStable
5781.63,490.26,-1045.81,48.45,5.32,9.38,0.0,9.38,1.81,FinanciallyVulnerable
4921.05,277.86,-2001.48,39.38,14.52,8.69,0.0,8.69,1.51,FinanciallyVulnerable
7058.49,237.55,-3764.21,47.47,40.05,6.73,24.24,6.73,2.44,FinanciallyDistressed
4126.7,0.0,-2030.97,54.58,12.6,0.0,0.0,0.0,0.1,FinanciallyDistressed
5951.6,550.56,-2546.67,64.05,6.64,13.92,0.0,13.92,1.03,FinanciallyVulnerable
7235.93,1955.35,-2076.05,22.06,3.4,27.48,0.0,27.48,4.04,FinanciallyStable
5602.1,589.27,-1939.02,60.43,0.33,13.86,0.0,13.86,2.05,FinanciallyVulnerable
10730.49,1898.86,-1906.15,39.12,8.82,17.71,0.0,17.71,5.38,FinanciallyStable
4739.65,277.81,-2213.7,48.31,6.98,9.91,0.0,9.91,0.62,FinanciallyDistressed
9611.74,104.9,-5792.7,69.6,17.92,2.67,14.03,2.67,2.5,FinanciallyDistressed
4566.69,213.1,-1908.41,65.55,10.47,7.42,0.0,7.42,0.69,FinanciallyDistressed
8758.01,380.3,-5317.2,53.01,24.8,9.95,24.55,9.95,4.67,FinanciallyDistressed
4150.91,163.69,-2185.39,69.78,21.53,7.69,0.0,7.69,4.99,FinanciallyDistressed
3595.51,0.0,-208.8,31.52,6.72,0.0,0.0,0.0,0.85,FinanciallyDistressed
14959.68,1339.11,-9391.86,67.85,28.62,19.39,23.96,19.39,1.85,FinanciallyDistressed
5091.3,894.16,151.66,22.11,5.27,14.57,0.0,14.57,1.59,FinanciallyStable
7878.58,178.03,-5264.22,84.51,1.15,6.38,0.0,6.38,1.7,FinanciallyDistressed
6268.01,246.12,-1168.1,32.75,16.62,4.6,16.06,4.6,1.6,FinanciallyDistressed
8466.48,288.56,-5028.91,41.96,21.72,7.74,20.89,7.74,0.19,FinanciallyDistressed
4441.55,0.0,-1512.23,48.82,26.31,0.0,13.72,0.0,1.99,FinanciallyDistressed
6202.7,0.0,-4445.48,98.23,35.32,0.0,0.0,0.0,0.5,FinanciallyDistressed
15222.59,1807.91,-5439.93,44.66,6.2,15.6,0.0,15.6,3.3,FinanciallyStable
4616.73,0.0,-2949.57,76.62,15.38,0.0,14.11,0.0,0.96,FinanciallyDistressed
4730.21,267.08,-1515.73,45.68,0.82,7.67,0.0,7.67,5.01,FinanciallyVulnerable
4379.86,166.93,-1426.26,33.67,8.63,5.35,0.0,5.35,1.61,FinanciallyVulnerable
6557.62,0.0,-4229.17,85.89,16.63,0.0,16.37,0.0,0.25,FinanciallyDistressed
6492.42,438.6,-1111.7,28.59,15.08,7.54,8.63,7.54,1.69,FinanciallyVulnerable
5694.4,0.0,-1651.55,73.64,8.66,0.0,8.24,0.0,0.34,FinanciallyDistressed
9156.58,305.19,-6487.06,81.19,12.41,10.26,9.99,10.26,0.66,FinanciallyDistressed
12947.28,607.81,-3262.54,42.55,21.65,5.91,18.55,5.91,0.44,FinanciallyDistressed
4569.81,136.95,-2181.12,58.78,10.78,5.42,0.0,5.42,1.35,FinanciallyDistressed
7617.51,293.91,-2900.58,67.48,6.63,5.87,0.0,5.87,5.13,FinanciallyVulnerable
5228.96,0.0,-1935.68,58.65,0.6,0.0,0.0,0.0,1.55,FinanciallyDistressed
5361.85,0.0,-2350.73,67.07,3.79,0.0,0.0,0.0,0.44,FinanciallyDistressed
8889.57,1547.18,-1860.33,28.28,4.34,18.04,0.0,18.04,2.45,FinanciallyStable
4030.55,244.42,-1964.69,72.46,2.05,10.58,0.0,10.58,0.98,FinanciallyDistressed
10907.28,808.9,-6123.81,69.41,20.79,14.46,16.76,14.46,3.62,FinanciallyDistressed
7550.19,0.0,-2957.61,58.2,16.31,0.0,0.0,0.0,1.09,FinanciallyDistressed
4024.22,351.54,-1283.45,49.81,4.2,11.37,0.0,11.37,3.84,FinanciallyVulnerable
6038.6,431.69,-2593.08,60.61,2.91,11.13,0.0,11.13,0.99,FinanciallyDistressed
5954.53,0.0,-1637.16,30.03,25.84,0.0,0.0,0.0,1.64,FinanciallyVulnerable
11994.73,2117.67,-5774.18,34.59,36.59,25.4,18.83,25.4,2.7,FinanciallyVulnerable
4327.44,0.0,-685.35,43.1,5.23,0.0,0.0,0.0,0.82,FinanciallyDistressed
6939.52,216.82,-2991.68,58.04,4.0,5.21,0.0,5.21,1.24,FinanciallyDistressed
4517.2,179.04,-2416.21,55.08,31.05,7.85,22.76,7.85,1.3,FinanciallyDistressed
4218.49,170.65,-1906.3,61.93,4.51,6.87,0.0,6.87,0.73,FinanciallyDistressed
4172.49,0.0,-1271.3,66.83,9.3,0.0,0.0,0.0,1.28,FinanciallyDistressed
5352.97,1046.15,-2582.01,30.05,35.44,27.41,17.1,27.41,3.84,FinanciallyVulnerable
7964.59,0.0,1818.71,21.52,7.08,0.0,0.0,0.0,2.55,FinanciallyStable
6967.63,161.68,-4254.53,63.85,7.09,5.62,0.0,5.62,0.15,FinanciallyDistressed
7823.28,336.12,-3498.37,71.76,24.42,7.21,23.86,7.21,1.36,FinanciallyDistressed
6420.49,0.0,-3458.56,69.0,11.07,0.0,0.0,0.0,1.71,FinanciallyDistressed
8110.56,148.01,-3924.78,34.91,36.34,3.42,15.28,3.42,2.92,FinanciallyDistressed
6767.55,521.06,-2438.3,58.95,8.73,10.74,0.0,10.74,1.76,FinanciallyVulnerable
12101.44,1709.17,-6987.01,50.16,20.23,25.05,16.51,25.05,0.7,FinanciallyDistressed
4764.38,148.5,408.3,34.91,9.01,2.79,0.0,2.79,1.94,FinanciallyStable
5755.15,0.0,-723.82,45.27,6.3,0.0,0.0,0.0,0.18,FinanciallyDistressed
6949.2,217.49,-1797.04,52.47,20.82,4.05,20.73,4.05,1.52,FinanciallyDistressed
6434.89,788.23,-1043.68,29.73,28.66,12.76,18.91,12.76,0.15,FinanciallyVulnerable
8986.75,1074.7,-4205.24,64.16,4.9,18.35,0.0,18.35,1.51,FinanciallyVulnerable
10802.36,149.61,-6721.91,80.86,29.64,3.54,17.09,3.54,2.2,FinanciallyDistressed
4640.02,124.37,-2545.41,91.74,17.18,5.6,0.0,5.6,3.55,FinanciallyDistressed
5561.94,194.79,-1819.13,59.2,0.11,4.95,0.0,4.95,1.3,FinanciallyDistressed
5657.15,136.02,-2796.2,67.35,36.49,4.54,13.37,4.54,1.47,FinanciallyDistressed
4451.92,136.17,-2139.16,57.83,4.15,5.56,0.0,5.56,4.72,FinanciallyVulnerable
6275.72,548.56,-2839.13,38.8,23.58,13.77,17.38,13.77,1.15,FinanciallyVulnerable
5093.41,142.91,-2891.88,61.08,29.88,6.1,20.58,6.1,2.55,FinanciallyDistressed
4949.36,326.51,-2304.66,64.26,21.56,10.99,10.32,10.99,1.39,FinanciallyDistressed
6594.92,0.0,-3644.52,47.26,4.89,0.0,0.0,0.0,1.23,FinanciallyVulnerable
5812.49,839.74,-2626.32,58.08,31.78,20.86,18.03,20.86,1.26,FinanciallyDistressed
7782.65,162.57,-4391.32,43.97,44.52,4.57,25.94,4.57,3.4,FinanciallyDistressed
6327.97,0.0,-1772.04,51.82,0.58,0.0,0.0,0.0,0.91,FinanciallyDistressed
4747.04,229.77,-1857.83,38.56,19.9,7.37,15.87,7.37,1.85,FinanciallyVulnerable
13597.75,2506.53,-2813.84,32.92,18.44,18.86,16.46,18.86,2.48,FinanciallyVulnerable
5326.76,613.91,293.72,27.48,4.09,9.85,0.0,9.85,5.02,FinanciallyStable
7768.38,0.0,134.24,22.7,24.26,0.0,15.31,0.0,1.07,FinanciallyVulnerable
5738.99,263.43,-1845.4,65.17,7.52,6.34,0.0,6.34,1.5,FinanciallyDistressed
6351.7,322.01,-3833.8,61.19,13.94,11.34,0.0,11.34,0.56,FinanciallyDistressed
4871.32,588.16,-1393.99,39.9,24.04,14.47,0.0,14.47,1.2,FinanciallyVulnerable
8755.17,1556.88,-1835.28,29.38,5.82,18.37,0.0,18.37,0.15,FinanciallyVulnerable
8443.12,964.98,-4376.52,46.94,33.76,19.18,8.96,19.18,1.46,FinanciallyVulnerable
9457.1,489.53,-6350.35,119.32,10.54,13.61,9.39,13.61,0.75,FinanciallyDistressed
8366.14,315.4,-5500.69,73.37,23.6,9.92,0.0,9.92,5.96,FinanciallyDistressed
11116.31,751.91,-3358.85,39.14,12.79,8.84,12.58,8.84,0.7,FinanciallyVulnerable
3963.72,145.33,-3041.64,95.19,5.43,13.62,0.0,13.62,1.42,FinanciallyVulnerable
5469.85,180.41,-1255.44,44.3,14.33,4.11,14.05,4.11,1.1,FinanciallyVulnerable
5115.23,230.84,-2461.9,62.01,0.68,8.0,0.0,8.0,1.55,FinanciallyDistressed
11985.31,1034.31,-1215.66,34.33,11.36,8.76,0.0,8.76,1.48,FinanciallyVulnerable
6750.19,71.37,-5139.53,85.49,8.62,4.24,0.0,4.24,1.82,FinanciallyDistressed
9428.0,223.29,-6230.54,86.34,16.22,6.53,15.18,6.53,1.03,FinanciallyDistressed
6451.33,125.26,-3358.29,53.98,14.31,3.89,0.0,3.89,1.7,FinanciallyDistressed
11566.44,616.32,726.39,46.42,0.2,4.77,0.0,4.77,0.07,FinanciallyVulnerable
6485.23,184.42,-3465.69,82.53,3.47,5.76,0.0,5.76,5.53,FinanciallyVulnerable
4860.73,0.0,-2623.51,80.93,10.36,0.0,0.0,0.0,0.41,FinanciallyDistressed
6233.87,201.3,-1913.11,49.67,6.39,4.45,0.0,4.45,0.26,FinanciallyDistressed
5972.53,570.35,325.24,22.92,6.34,8.3,0.0,8.3,3.68,FinanciallyStable
16663.5,2409.48,-4106.28,42.9,3.58,16.1,0.0,16.1,1.36,FinanciallyVulnerable
7554.53,1002.4,-1616.23,32.03,8.17,14.44,0.0,14.44,1.21,FinanciallyVulnerable
6444.29,0.0,-3461.46,62.26,7.99,0.0,0.0,0.0,1.09,FinanciallyDistressed
5447.53,96.43,-2328.57,39.13,30.39,3.0,23.43,3.0,1.07,FinanciallyDistressed
5933.3,561.33,986.37,24.15,5.01,7.5,0.0,7.5,1.49,FinanciallyStable
5383.12,287.19,-182.76,23.71,8.88,5.23,0.0,5.23,1.31,FinanciallyVulnerable
8144.1,127.34,-5690.96,111.67,5.43,4.93,0.0,4.93,0.09,FinanciallyDistressed
9887.99,536.64,-5503.67,67.67,7.43,10.91,0.0,10.91,0.18,FinanciallyDistressed
5690.22,0.0,-526.03,55.6,0.53,0.0,0.0,0.0,0.57,FinanciallyDistressed
5286.93,0.0,-2258.13,68.61,25.19,0.0,14.04,0.0,1.32,FinanciallyDistressed
5458.93,177.35,-2213.77,36.71,1.42,5.18,0.0,5.18,1.47,FinanciallyVulnerable
5093.82,208.92,-1447.48,43.53,7.59,5.42,0.0,5.42,1.79,FinanciallyVulnerable
5137.41,0.0,-3429.6,145.96,2.9,0.0,0.0,0.0,1.09,FinanciallyDistressed
4780.3,655.55,-1261.6,37.11,0.77,15.7,0.0,15.7,0.82,FinanciallyVulnerable
8763.26,153.71,-5487.91,104.18,11.43,4.48,0.0,4.48,5.4,FinanciallyDistressed
7708.22,356.55,-4397.78,64.44,17.52,9.72,0.0,9.72,2.94,FinanciallyDistressed
9525.41,141.48,-5091.29,56.69,17.21,3.09,0.0,3.09,3.39,FinanciallyDistressed
10555.99,217.97,-1182.22,24.14,15.28,2.27,0.0,2.27,0.81,FinanciallyDistressed
6423.5,310.06,-125.21,26.07,6.16,4.69,0.0,4.69,1.38,FinanciallyVulnerable
7649.1,0.0,-4636.64,86.5,13.32,0.0,12.5,0.0,1.4,FinanciallyDistressed
7646.67,0.0,-2245.71,62.48,5.18,0.0,0.0,0.0,1.11,FinanciallyDistressed
6357.4,181.71,-767.44,43.1,13.34,3.15,8.02,3.15,1.29,FinanciallyVulnerable
6417.3,0.0,-1272.51,48.28,0.08,0.0,0.0,0.0,0.27,FinanciallyDistressed
7414.39,432.8,-2547.65,58.92,10.74,8.17,0.0,8.17,5.03,FinanciallyVulnerable
10073.0,855.9,-4391.46,34.05,19.55,13.09,11.09,13.09,4.74,FinanciallyVulnerable
7054.67,308.58,-3839.59,56.5,30.76,8.76,21.29,8.76,0.19,FinanciallyDistressed
7426.39,0.0,521.23,41.9,0.55,0.0,0.0,0.0,2.76,FinanciallyStable
5896.99,430.44,-3724.56,54.17,0.78,16.54,0.0,16.54,1.25,FinanciallyVulnerable
9209.01,456.75,-6275.42,89.75,25.1,13.47,15.04,13.47,4.63,FinanciallyDistressed
4933.52,289.23,-3306.52,70.43,2.08,15.09,0.0,15.09,2.94,FinanciallyVulnerable
4198.44,0.0,-1947.65,75.95,1.13,0.0,0.0,0.0,0.17,FinanciallyDistressed
8584.34,0.0,-4117.8,78.49,14.74,0.0,11.84,0.0,1.29,FinanciallyDistressed
10297.82,1024.11,-5565.41,47.78,26.4,17.79,16.3,17.79,1.62,FinanciallyVulnerable
4444.76,1296.38,1655.24,19.5,0.48,17.53,0.0,17.53,2.03,FinanciallyThriving
8116.64,199.74,-5473.78,91.13,16.91,7.03,15.94,7.03,1.97,FinanciallyDistressed
7188.1,0.0,-4442.51,63.29,31.58,0.0,0.0,0.0,1.09,FinanciallyDistressed
8966.96,601.34,-4429.22,66.79,27.95,11.7,17.63,11.7,0.93,FinanciallyDistressed
4325.48,315.24,-1497.77,43.53,23.53,10.03,14.16,10.03,3.11,FinanciallyVulnerable
7249.19,205.07,-1120.5,44.67,21.23,3.24,16.05,3.24,0.78,FinanciallyDistressed
8402.16,904.1,-120.02,33.72,7.07,9.84,0.0,9.84,3.37,FinanciallyVulnerable
8524.92,728.73,874.29,28.0,3.89,7.2,0.0,7.2,1.7,FinanciallyStable
5634.24,202.39,-3341.52,52.56,1.62,8.11,0.0,8.11,5.61,FinanciallyVulnerable
6260.24,793.59,-2391.19,36.9,1.55,17.02,0.0,17.02,5.4,FinanciallyStable
